scene_id,im_id,obj_id,score,R,t,time
1,4,6,1.0,0.933689296245575 0.33154061436653137 -0.1352970153093338 -0.2320227026939392 0.8479319214820862 0.47663092613220215 0.27274513244628906 -0.41363316774368286 0.8686298131942749,-51.81649327278137 -97.71445393562317 392.63367652893066,-1
1,4,8,1.0,-0.3691423535346985 -0.43088942766189575 0.8234490752220154 0.41119813919067383 -0.8703075647354126 -0.27107399702072144 0.8334566950798035 0.2385358363389969 0.4984482228755951,-221.52717411518097 -114.15902525186539 545.635998249054,-1
1,5,1,1.0,-0.9859070777893066 -0.16641108691692352 -0.01717127114534378 -0.06796658784151077 0.4922162592411041 -0.8678154945373535 0.15286606550216675 -0.8544182777404785 -0.4965898096561432,-266.7936384677887 -136.01218163967133 464.0183448791504,-1
1,5,3,1.0,0.9329981803894043 0.3326742649078369 -0.13726693391799927 -0.23322917520999908 0.8494230508804321 0.4733755588531494 0.2740775942802429 -0.40964388847351074 0.8700995445251465,-51.72372981905937 -98.01360964775085 392.2089636325836,-1
1,5,6,1.0,-0.7012535333633423 -0.678659975528717 0.21832135319709778 -0.21256212890148163 -0.09326937794685364 -0.9726861119270325 0.6804857850074768 -0.7285063862800598 -0.07885193079710007,-89.35411274433136 -124.74439293146133 577.303946018219,-1
1,5,8,1.0,-0.3746972382068634 -0.4385475814342499 0.816870927810669 0.4057929813861847 -0.8697591423988342 -0.28080469369888306 0.8336270451545715 0.22626379132270813 0.50385582447052,-220.5757200717926 -114.30549621582031 543.2762503623962,-1
1,6,1,1.0,-0.9913994669914246 -0.12507732212543488 -0.038505636155605316 -0.026676105335354805 0.4811882972717285 -0.8762111663818359 0.12812262773513794 -0.867648184299469 -0.4803864657878876,-270.20958065986633 -137.0416283607483 466.6767418384552,-1
1,6,3,1.0,-0.7163607478141785 -0.6576825380325317 0.23298335075378418 -0.19601693749427795 -0.1307685822248459 -0.9718421101570129 0.6696303486824036 -0.7418581247329712 -0.03523942455649376,-91.42179042100906 -126.8606036901474 583.4278464317322,-1
1,6,6,1.0,0.9328663945198059 0.3332790732383728 -0.13669490814208984 -0.23300887644290924 0.8476811647415161 0.4765959680080414 0.2747131288051605 -0.4127492308616638 0.8684301972389221,-51.66139081120491 -98.07759523391724 391.7248845100403,-1
1,6,8,1.0,-0.37469327449798584 -0.43339818716049194 0.8196163773536682 0.41182950139045715 -0.8698214888572693 -0.2716749906539917 0.8306633234024048 0.23574742674827576 0.5044023990631104,-221.15877270698547 -114.91889506578445 544.7106957435608,-1
1,7,1,1.0,-0.9839802980422974 -0.1683116853237152 -0.05876925587654114 -0.027979332953691483 0.4713631868362427 -0.8814953565597534 0.17606762051582336 -0.8657297492027283 -0.4685214161872864,-269.2760229110718 -136.0185295343399 467.4585163593292,-1
1,7,3,1.0,-0.7042684555053711 -0.6743177771568298 0.22203990817070007 -0.21300828456878662 -0.09764403849840164 -0.9721590280532837 0.6772249341011047 -0.731957197189331 -0.07486765831708908,-90.02013504505157 -125.68284571170807 580.129861831665,-1
1,7,6,1.0,0.93240886926651 0.3338000178337097 -0.13853290677070618 -0.23296912014484406 0.8481866717338562 0.4757152795791626 0.2762954831123352 -0.41128721833229065 0.8686217665672302,-51.466647535562515 -97.66510128974915 391.8725550174713,-1
1,7,8,1.0,-0.36887168884277344 -0.4187878370285034 0.8297893404960632 0.4138035774230957 -0.873384416103363 -0.25683900713920593 0.8322861194610596 0.24862918257713318 0.4954627454280853,-221.83094918727875 -114.41729217767715 545.2167987823486,-1
1,8,1,1.0,-0.9965383410453796 -0.07969333231449127 -0.02366921305656433 -0.018839430063962936 0.49378907680511475 -0.8693775534629822 0.08097119629383087 -0.8659221529960632 -0.49358120560646057,-268.87208223342896 -135.35794615745544 463.07072043418884,-1
1,8,3,1.0,-0.719189465045929 -0.6571847200393677 0.22555501759052277 -0.1861906200647354 -0.13046866655349731 -0.9738125801086426 0.6694025993347168 -0.7423519492149353 -0.028529921546578407,-91.4556086063385 -126.65063142776489 585.1697325706482,-1
1,8,6,1.0,0.9335803389549255 0.33107486367225647 -0.13717533648014069 -0.22970378398895264 0.8466314673423767 0.4800533056259155 0.27507054805755615 -0.4166586399078369 0.8664478063583374,-51.47334560751915 -97.38145768642426 392.3858404159546,-1
1,8,8,1.0,-0.37187492847442627 -0.4360958933830261 0.8194689750671387 0.4130364656448364 -0.8683124780654907 -0.27465301752090454 0.8313301801681519 0.23633401095867157 0.5030272006988525,-220.7878977060318 -113.65295201539993 543.870747089386,-1
1,9,1,1.0,-0.9888724684715271 -0.14158035814762115 -0.04567622393369675 -0.030614901334047318 0.49413520097732544 -0.8688458204269409 0.14558175206184387 -0.8577792644500732 -0.49297112226486206,-268.03383231163025 -135.3485733270645 464.2963707447052,-1
1,9,3,1.0,-0.7187511324882507 -0.6585678458213806 0.22290198504924774 -0.19753395020961761 -0.11396035552024841 -0.9736495018005371 0.6666161417961121 -0.7438424229621887 -0.04818037897348404,-90.56806564331055 -125.63395500183105 582.1396112442017,-1
1,9,6,1.0,0.9344077110290527 0.32867637276649475 -0.1373109370470047 -0.2263130396604538 0.8454692959785461 0.48369866609573364 0.27507245540618896 -0.4208964407444 0.8643965125083923,-51.31830647587776 -97.49246388673782 392.87903904914856,-1
1,9,8,1.0,-0.36844539642333984 -0.4343358278274536 0.8219492435455322 0.41009020805358887 -0.8694115877151489 -0.2755896747112274 0.8343104720115662 0.23553356528282166 0.49844759702682495,-220.9237664937973 -113.67647349834442 543.725311756134,-1
1,10,1,1.0,-0.9827432632446289 -0.17196610569953918 -0.06814302504062653 -0.019011061638593674 0.46033868193626404 -0.8875397443771362 0.18399563431739807 -0.8709282875061035 -0.45566391944885254,-270.2699601650238 -136.53671741485596 469.5228934288025,-1
1,10,3,1.0,-0.7012880444526672 -0.6784054636955261 0.21900054812431335 -0.2036621868610382 -0.10373980551958084 -0.9735295176506042 0.6831668019294739 -0.7273266911506653 -0.06541404873132706,-88.48343789577484 -123.75165522098541 574.9216079711914,-1
1,10,6,1.0,0.9340496063232422 0.3295361399650574 -0.13768532872200012 -0.22677497565746307 0.8450742959976196 0.4841720759868622 0.2759065330028534 -0.42101719975471497 0.8640719056129456,-50.938330590724945 -97.72041440010071 392.3514187335968,-1
1,10,8,1.0,-0.36489489674568176 -0.4292909502983093 0.8261724710464478 0.4052743911743164 -0.872115433216095 -0.27416643500328064 0.8382148742675781 0.23478460311889648 0.49221116304397583,-221.5832620859146 -114.69381302595139 545.2954173088074,-1
1,11,1,1.0,-0.9871422648429871 -0.1552891880273819 -0.037887126207351685 -0.04701906070113182 0.5086374282836914 -0.8596958518028259 0.15277229249477386 -0.8468607068061829 -0.5093990564346313,-267.54871010780334 -136.96373999118805 464.22818303108215,-1
1,11,3,1.0,-0.699141800403595 -0.681776225566864 0.21536478400230408 -0.209491565823555 -0.09266083687543869 -0.9734101891517639 0.6836037635803223 -0.7256688475608826 -0.07804329693317413,-87.65336871147156 -124.98759478330612 573.7425088882446,-1
1,11,6,1.0,0.9345284104347229 0.3276049792766571 -0.13903862237930298 -0.22407372295856476 0.8451549410820007 0.48528772592544556 0.27649185061454773 -0.42236021161079407 0.8632289171218872,-50.29745399951935 -98.42304140329361 392.24663376808167,-1
1,11,8,1.0,-0.3668093681335449 -0.42075660824775696 0.8297077417373657 0.40688401460647583 -0.8746070265769958 -0.26364433765411377 0.8365981578826904 0.2408875823020935 0.4920130670070648,-222.0056802034378 -115.83556979894638 546.0599064826965,-1
1,12,1,1.0,-0.9863947033882141 -0.1608896404504776 -0.03376554325222969 -0.05356479808688164 0.5087297558784485 -0.8592582941055298 0.15542328357696533 -0.8457591533660889 -0.51042640209198,-267.05318689346313 -137.06566393375397 465.1474356651306,-1
1,12,3,1.0,-0.720736026763916 -0.6523041725158691 0.23460368812084198 -0.1910897046327591 -0.13836485147476196 -0.9717714786529541 0.6663514375686646 -0.7452210187911987 -0.024924054741859436,-90.8299908041954 -127.56797671318054 584.6027731895447,-1
1,12,6,1.0,0.9347291588783264 0.3262396454811096 -0.1408863514661789 -0.2213900089263916 0.8447350263595581 0.48724639415740967 0.27797073125839233 -0.42425259947776794 0.8618246912956238,-49.75436627864838 -98.485566675663 393.05078983306885,-1
1,12,8,1.0,-0.3675597012042999 -0.4296870827674866 0.8247841000556946 0.4090215563774109 -0.8711755871772766 -0.27157774567604065 0.8352252244949341 0.23753346502780914 0.4959602653980255,-220.98606824874878 -115.46098440885544 545.5182790756226,-1
1,34,1,1.0,-0.9685578346252441 -0.23591051995754242 -0.07900696247816086 -0.04750875011086464 0.4871044158935547 -0.8720506429672241 0.24421054124832153 -0.8408780097961426 -0.48299652338027954,-224.8542159795761 -124.68184530735016 463.60886096954346,-1
1,34,3,1.0,-0.5795900225639343 -0.768636167049408 0.2706916332244873 -0.22169561684131622 -0.1709216982126236 -0.9600191712379456 0.7841724753379822 -0.616428792476654 -0.07133873552083969,-42.10284352302551 -108.69888216257095 567.8734183311462,-1
1,34,6,1.0,0.9381505846977234 0.31883007287979126 -0.13498443365097046 -0.21582671999931335 0.8433877825737 0.49205270409584045 0.27072542905807495 -0.432486355304718 0.8600368499755859,-8.347753435373306 -85.28172969818115 384.83914732933044,-1
1,34,8,1.0,0.9816460013389587 -0.18006128072738647 0.06284426152706146 -0.11531681567430496 -0.2979523539543152 0.9475898742675781 -0.15189966559410095 -0.9374446868896484 -0.3132477402687073,-191.21485948562622 -145.67014575004578 636.7101073265076,-1
1,37,1,1.0,-0.9798819422721863 -0.19891344010829926 -0.01627282239496708 -0.07683297246694565 0.4512280523777008 -0.8890950679779053 0.18419572710990906 -0.8699578642845154 -0.45743328332901,-219.92948651313782 -127.10194289684296 457.60852098464966,-1
1,37,3,1.0,-0.5855382680892944 -0.7656997442245483 0.2661745846271515 -0.220647931098938 -0.16541190445423126 -0.9612250328063965 0.780038058757782 -0.6215649247169495 -0.07209505140781403,-38.73281925916672 -114.76556211709976 577.846348285675,-1
1,37,6,1.0,0.9369009733200073 0.32052692770957947 -0.13956695795059204 -0.2149045169353485 0.8429344892501831 0.49323195219039917 0.275739848613739 -0.43211594223976135 0.8586288094520569,-4.242067690938711 -86.80889755487442 382.7126622200012,-1
1,37,8,1.0,0.9753734469413757 -0.21866150200366974 0.028875626623630524 -0.09288361668586731 -0.2884758412837982 0.9529712796211243 -0.20004822313785553 -0.9321850538253784 -0.3016817569732666,-183.10895562171936 -146.42688632011414 624.1278648376465,-1
1,38,1,1.0,-0.9806662797927856 -0.1922408938407898 -0.03656747192144394 -0.05247759819030762 0.43837451934814453 -0.8972590565681458 0.188520148396492 -0.8779927492141724 -0.4399874210357666,-222.4275767803192 -128.97421419620514 465.4082655906677,-1
1,38,3,1.0,-0.5861513614654541 -0.7644308805465698 0.2684624195098877 -0.2302643060684204 -0.16051189601421356 -0.9597989916801453 0.7767914533615112 -0.6244048476219177 -0.08193686604499817,-37.32821345329285 -116.16156995296478 580.4827213287354,-1
1,38,6,1.0,0.9381633400917053 0.3172147870063782 -0.1386519819498062 -0.21293124556541443 0.8445195555686951 0.491372674703598 0.2729650139808655 -0.4314644932746887 0.8598421216011047,-2.781609306111932 -87.09795027971268 382.498174905777,-1
1,38,8,1.0,0.9481809139251709 -0.31768032908439636 0.005676303058862686 -0.13378188014030457 -0.3829672634601593 0.9140232801437378 -0.28819334506988525 -0.8674188256263733 -0.40562206506729126,-173.10890555381775 -140.14743268489838 600.354254245758,-1
1,40,1,1.0,-0.9753525853157043 -0.21752826869487762 -0.03699735179543495 -0.07098670303821564 0.46810030937194824 -0.88081955909729 0.20892159640789032 -0.8564833402633667 -0.4720044732093811,-216.85414016246796 -129.86141443252563 460.8400762081146,-1
1,40,3,1.0,-0.4756568968296051 -0.8466525673866272 -0.23859989643096924 0.36008507013320923 -0.43489575386047363 0.8253510594367981 -0.8025517463684082 0.306667685508728 0.5117281079292297,-11.292947456240654 -143.76668632030487 487.240731716156,-1
1,40,6,1.0,0.9449402093887329 0.3005217909812927 -0.1295166015625 -0.2027445137500763 0.8483071327209473 0.4891520142555237 0.25687074661254883 -0.43596065044403076 0.8625287413597107,0.5771092255599797 -88.87035399675369 383.1856846809387,-1
1,40,8,1.0,0.9560311436653137 -0.29294246435165405 0.013752979226410389 -0.09529702365398407 -0.26597118377685547 0.959259033203125 -0.2773497998714447 -0.9183921217918396 -0.28219330310821533,-177.28576064109802 -148.341104388237 621.6381788253784,-1
1,42,1,1.0,-0.9791942834854126 -0.2019980400800705 -0.019376631826162338 -0.07771825045347214 0.46151354908943176 -0.8837223052978516 0.18745273351669312 -0.8638299107551575 -0.46761026978492737,-212.76602149009705 -129.6793520450592 457.44606852531433,-1
1,42,3,1.0,-0.47029751539230347 -0.8458757400512695 -0.2516237795352936 0.33372533321380615 -0.434414267539978 0.8366072773933411 -0.8169747591018677 0.30948105454444885 0.4865940809249878,-6.565977353602648 -145.47067880630493 491.5359914302826,-1
1,42,6,1.0,0.9438539743423462 0.30351221561431885 -0.13046132028102875 -0.2050321102142334 0.847815990447998 0.4890502095222473 0.25903987884521484 -0.43484318256378174 0.8624441623687744,4.1585504077374935 -87.98671513795853 382.2205066680908,-1
1,42,8,1.0,0.9587215185165405 -0.28312861919403076 0.026289094239473343 -0.11425116658210754 -0.2989038825035095 0.9474191069602966 -0.26038360595703125 -0.9113147258758545 -0.31891337037086487,-172.69429564476013 -147.08077907562256 619.4080710411072,-1
1,52,1,1.0,-0.9718953371047974 -0.23420028388500214 -0.023868964985013008 -0.09539191424846649 0.48448696732521057 -0.869581937789917 0.21522054076194763 -0.8428657650947571 -0.49321144819259644,-185.17975509166718 -126.84164941310883 456.82603120803833,-1
1,52,3,1.0,-0.6879535913467407 0.7240273952484131 -0.05004372447729111 0.18951144814491272 0.11265136301517487 -0.9753948450088501 -0.7005749940872192 -0.6805101633071899 -0.21471033990383148,-325.65099000930786 -119.78648602962494 626.2656450271606,-1
1,52,4,1.0,-0.4895772933959961 -0.8347686529159546 -0.2519432604312897 0.3328703045845032 -0.44598084688186646 0.830842137336731 -0.80592280626297 0.32289695739746094 0.4962117671966553,19.81542631983757 -147.05413579940796 507.9386234283447,-1
1,52,6,1.0,0.9512190222740173 0.28880444169044495 -0.10851076990365982 -0.20342624187469482 0.851557731628418 0.4831846356391907 0.23194900155067444 -0.4375404417514801 0.8687681555747986,30.849432572722435 -83.7709978222847 379.67416644096375,-1
1,52,8,1.0,0.9518189430236816 -0.30366846919059753 -0.0427326038479805 -0.0827753096818924 -0.38858893513679504 0.9176856875419617 -0.2952776551246643 -0.8699334859848022 -0.3950025737285614,-147.6469486951828 -147.7254331111908 636.4579796791077,-1
1,81,1,1.0,-0.9778863787651062 -0.19827033579349518 -0.0665370374917984 -0.016389865428209305 0.3898259997367859 -0.9207427501678467 0.20849381387233734 -0.8992912173271179 -0.3844551146030426,-116.14632606506348 -134.05528664588928 474.9416708946228,-1
1,81,2,1.0,0.03974942862987518 -0.9954125881195068 0.08702853322029114 0.948150634765625 0.010089127346873283 -0.3176612854003906 0.3153259754180908 0.09514302760362625 0.9442019462585449,-159.35373306274414 -91.69666469097137 354.78460788726807,-1
1,81,3,1.0,-0.27046293020248413 -0.8925642371177673 0.36080318689346313 -0.2404927909374237 -0.3002510368824005 -0.9230452179908752 0.932208776473999 -0.3364200294017792 -0.13344846665859222,87.78122067451477 -121.06478959321976 591.4793014526367,-1
1,81,4,1.0,0.9583886861801147 0.2689252495765686 -0.09576259553432465 -0.19223587214946747 0.855985701084137 0.4799312651157379 0.21103700995445251 -0.44155165553092957 0.872063934803009,106.13394528627396 -84.42357927560806 372.17840552330017,-1
1,81,6,1.0,-0.8557487726211548 0.5120843052864075 -0.07391664385795593 0.12651750445365906 0.06858240813016891 -0.9895906448364258 -0.5016845464706421 -0.8561927676200867 -0.12347695231437683,-240.0473952293396 -123.9895224571228 625.6466507911682,-1
1,81,8,1.0,0.9771549701690674 -0.15321126580238342 -0.1472911834716797 0.10977207869291306 -0.22959992289543152 0.9670751094818115 -0.1819848120212555 -0.9611505270004272 -0.20753633975982666,-73.62208515405655 -162.4232828617096 699.0166902542114,-1
1,114,1,1.0,-0.9523124098777771 -0.30032894015312195 -0.05388598516583443 -0.07823248952627182 0.4110299348831177 -0.9082587957382202 0.29492515325546265 -0.8607305288314819 -0.41492441296577454,-20.596332848072052 -118.04687976837158 475.55145621299744,-1
1,114,2,1.0,-0.7742317318916321 0.39875638484954834 0.4914860427379608 -0.5764980912208557 -0.7647911310195923 -0.2876535654067993 0.26118046045303345 -0.5060513019561768 0.8220078349113464,-268.0860459804535 -138.73237371444702 546.5185642242432,-1
1,114,3,1.0,-0.5639263987541199 -0.7771118879318237 -0.27943533658981323 0.15675172209739685 -0.43294578790664673 0.8876861333847046 -0.8108118772506714 0.45678770542144775 0.3659631609916687,186.2582266330719 -125.82869827747345 493.12540888786316,-1
1,114,4,1.0,0.0546194352209568 -0.9800890684127808 0.1908983290195465 0.9625616073608398 0.0008461596444249153 -0.27106189727783203 0.2655032277107239 0.19855667650699615 0.9434423446655273,-73.62521439790726 -83.22149515151978 369.5669174194336,-1
1,114,5,1.0,-0.12573875486850739 0.16891080141067505 0.9775781631469727 0.8217151165008545 0.5698527097702026 0.007229255512356758 -0.5558544397354126 0.8041996955871582 -0.21044911444187164,13.034278526902199 -130.01085817813873 595.1054692268372,-1
1,114,6,1.0,-0.12230938673019409 0.7448632717132568 -0.655910849571228 -0.13535353541374207 0.6421796083450317 0.7545095682144165 0.9832190871238708 0.1810634434223175 0.022275298833847046,150.15234053134918 -63.81402164697647 329.39887046813965,-1
1,114,8,1.0,-0.3613604009151459 0.9300683736801147 -0.06626918911933899 0.3539416193962097 0.0710703432559967 -0.932563304901123 -0.8626378774642944 -0.3604469299316406 -0.3548718988895416,-134.26974415779114 -106.58502578735352 612.375020980835,-1
1,141,1,1.0,-0.9567304849624634 -0.28874528408050537 -0.03595900163054466 -0.08937522023916245 0.40922048687934875 -0.9080476760864258 0.27690964937210083 -0.8655429482460022 -0.4173203706741333,52.56476253271103 -119.02274191379547 473.04657101631165,-1
1,141,2,1.0,-0.5438905954360962 -0.7820136547088623 -0.3043646514415741 0.14148519933223724 -0.4429684281349182 0.8853027820587158 -0.8271427154541016 0.43844470381736755 0.35156965255737305,260.49289107322693 -124.67855215072632 482.5494587421417,-1
1,141,3,1.0,-0.7734987735748291 0.3575344979763031 0.5233246684074402 -0.5637508630752563 -0.7654385566711426 -0.3103044331073761 0.28962835669517517 -0.5350449085235596 0.7936261892318726,-194.6907937526703 -142.1034336090088 551.7118573188782,-1
1,141,4,1.0,0.02295544743537903 -0.9852991104125977 0.16928935050964355 0.9637674689292908 -0.023203106597065926 -0.2657327353954315 0.26575422286987305 0.1692555695772171 0.9490665793418884,-0.47863207873888314 -84.0696468949318 364.43591117858887,-1
1,141,5,1.0,-0.3221162259578705 -0.4173916280269623 -0.8497206568717957 0.9319371581077576 -0.2976953685283661 -0.20705218613147736 -0.16653606295585632 -0.8585812449455261 0.48487532138824463,-243.04527044296265 -42.38438233733177 430.24152517318726,-1
1,141,6,1.0,0.8272469639778137 0.29488804936408997 -0.47822967171669006 0.10984298586845398 0.7498741745948792 0.6523983478546143 0.5509964227676392 -0.5922245979309082 0.5879396796226501,256.40302896499634 -60.44097989797592 362.22654581069946,-1
1,141,7,1.0,-0.007878935895860195 -0.7622134685516357 0.6472780108451843 0.9492365717887878 -0.20925964415073395 -0.2348627895116806 0.3144646883010864 0.6125693917274475 0.7251695990562439,131.1481148004532 -123.72299283742905 663.1720662117004,-1
1,141,8,1.0,-0.6502885818481445 -0.7591492533683777 0.0285844374448061 -0.5243979692459106 0.42133983969688416 -0.7399185299873352 0.5496648550033569 -0.4961501955986023 -0.6720888614654541,-44.281166046857834 -131.93675875663757 662.9394888877869,-1
1,164,2,1.0,-0.9536973237991333 -0.29859375953674316 -0.03610076382756233 -0.08652102202177048 0.3873186707496643 -0.9178771376609802 0.28805485367774963 -0.8722534775733948 -0.3952193558216095,105.7889312505722 -100.61559826135635 473.5428988933563,-1
1,164,3,1.0,0.03553057461977005 -0.9792963862419128 0.19928966462612152 0.9751850962638855 -0.00962983351200819 -0.22118231654167175 0.21852213144302368 0.20220302045345306 0.9546529054641724,54.2605035007 -68.3288723230362 364.2062544822693,-1
1,164,4,1.0,-0.7910498976707458 0.3559814989566803 0.4975111186504364 -0.5268510580062866 -0.8097593784332275 -0.2582979202270508 0.3109150528907776 -0.4664408564567566 0.8281092643737793,-136.75899803638458 -116.8769970536232 535.5426669120789,-1
1,164,5,1.0,-0.11814412474632263 0.43742623925209045 0.8914596438407898 0.984801173210144 -0.0634874701499939 0.16166695952415466 0.12731386721134186 0.8970105648040771 -0.42327722907066345,-146.3908851146698 -13.003899715840816 434.139221906662,-1
1,164,7,1.0,-0.6925643682479858 0.7213551998138428 0.001131376251578331 0.17282742261886597 0.16745182871818542 -0.9706134796142578 -0.7003465294837952 -0.6720167994499207 -0.24064111709594727,-12.309730052947998 -90.88603407144547 643.1059837341309,-1
1,164,8,1.0,-0.978284478187561 -0.1810903698205948 -0.10082438588142395 -0.023084552958607674 0.578619658946991 -0.8152709007263184 0.205976665019989 -0.7952394485473633 -0.5702351331710815,181.2785565853119 -121.31384015083313 677.0796775817871,-1
1,166,2,1.0,-0.939963698387146 -0.3407045900821686 -0.019714264199137688 -0.11379260569810867 0.36735355854034424 -0.9230941534042358 0.32174447178840637 -0.8654316663742065 -0.38406866788864136,108.9097186923027 -100.44552385807037 475.34430027008057,-1
1,166,3,1.0,0.041392095386981964 -0.9874160289764404 0.15263128280639648 0.9543964862823486 -0.006129892077296972 -0.29847896099090576 0.29565849900245667 0.15802542865276337 0.9421327710151672,59.18876454234123 -71.37680053710938 385.1221203804016,-1
1,166,4,1.0,-0.7872918844223022 0.32726818323135376 0.522558331489563 -0.5217445492744446 -0.8052263855934143 -0.28176814317703247 0.328563928604126 -0.49447566270828247 0.8046984672546387,-137.26982474327087 -117.85939335823059 547.5627779960632,-1
1,166,5,1.0,-0.2928743362426758 0.3852291703224182 0.8751131892204285 0.9506295323371887 0.21553394198417664 0.2232683002948761 -0.1026071310043335 0.8972980380058289 -0.42933452129364014,-145.42727172374725 -12.160762213170528 432.6210021972656,-1
1,166,7,1.0,-0.6631689071655273 0.7484574317932129 -0.004335107281804085 0.21221588551998138 0.1824728399515152 -0.960035502910614 -0.7177545428276062 -0.6375856399536133 -0.27984482049942017,-10.131879709661007 -89.07151222229004 638.5399699211121,-1
1,166,8,1.0,0.010463034734129906 -0.3965268135070801 -0.9179636240005493 0.9452589154243469 0.3033522367477417 -0.12026293575763702 0.3261536955833435 -0.8664548993110657 0.3779943883419037,177.9969334602356 -99.70881044864655 660.9030365943909,-1
1,167,2,1.0,-0.9531423449516296 -0.3014084994792938 -0.025935692712664604 -0.09744720160961151 0.387053906917572 -0.9168932437896729 0.28639793395996094 -0.8714024424552917 -0.3982888460159302,109.36504602432251 -100.75327754020691 476.4746129512787,-1
1,167,3,1.0,0.05854513496160507 -0.9839505553245544 0.1685645580291748 0.9689124226570129 0.015348240733146667 -0.2469273954629898 0.24037712812423706 0.17778070271015167 0.9542604088783264,58.64044278860092 -68.87445598840714 371.6496229171753,-1
1,167,4,1.0,-0.7812407612800598 0.3330432176589966 0.5279631614685059 -0.5352931618690491 -0.7925332188606262 -0.2921511232852936 0.32112938165664673 -0.510855495929718 0.79743492603302,-137.27562129497528 -118.45744401216507 550.1828789710999,-1
1,167,5,1.0,-0.6878452897071838 0.7258482575416565 -0.003677644766867161 0.18127667903900146 0.16687515377998352 -0.9691705107688904 -0.7028569579124451 -0.6673059463500977 -0.246363565325737,-9.6935098990798 -90.07830172777176 645.7748413085938,-1
1,167,7,1.0,-0.2728143632411957 0.39916232228279114 0.8753525018692017 0.9614653587341309 0.14528806507587433 0.2334008663892746 -0.034013427793979645 0.9052960276603699 -0.4234173893928528,-144.25380527973175 -12.285830453038216 434.459924697876,-1
1,167,8,1.0,-0.02706023119390011 -0.3897879421710968 -0.92050701379776 0.9599063396453857 0.2468879073858261 -0.13276295363903046 0.27901142835617065 -0.8871930837631226 0.3674790561199188,178.2992035150528 -99.4739681482315 661.9474291801453,-1
1,168,2,1.0,0.034538671374320984 -0.9794497489929199 0.19870911538600922 0.9613258838653564 -0.021800480782985687 -0.27454906702041626 0.2732389569282532 0.2005067765712738 0.9408175349235535,58.852668851614 -66.93592667579651 364.7327423095703,-1
1,168,3,1.0,-0.9491589665412903 -0.314048171043396 -0.02170471101999283 -0.10344692319631577 0.3762841820716858 -0.920711100101471 0.29731476306915283 -0.8716558814048767 -0.38964080810546875,110.71278154850006 -100.48741102218628 477.7815341949463,-1
1,168,4,1.0,-0.7823917269706726 0.3317241370677948 0.5270887017250061 -0.5319852232933044 -0.7960249185562134 -0.28868022561073303 0.3238134980201721 -0.506264328956604 0.7992754578590393,-136.35985553264618 -117.70223081111908 550.1668453216553,-1
1,168,5,1.0,-0.690963864326477 0.7228893637657166 -0.00020255427807569504 0.16419143974781036 0.1566672921180725 -0.9739079475402832 -0.7039958238601685 -0.6729685068130493 -0.22694361209869385,-8.902652189135551 -89.23240005970001 645.2155113220215,-1
